Participant_IMD,Contact_IMD,Participant_age_group,Contact_age_group,mean,lower,upper
1,5,18-25,35-49,0.18481132353063198,0.13419535565142054,0.23829499794337
1,5,18-25,5-11,0.05657220139159322,0.03359016953285035,0.08391790209403105
1,5,18-25,50-69,0.13216002037268115,0.08738200940843525,0.18426476476324744
1,5,18-25,70-79,0.05413176159549748,0.024282711047617693,0.09519292201955663
1,5,18-25,80+,0.01786074665769775,0.002563131313131314,0.04217797504185112
1,5,26-34,0-4,0.05037368644016043,0.025930596591825346,0.08531857536277614
1,5,26-34,12-17,0.07063346311054258,0.03913729131455472,0.10886083650766741
1,5,26-34,18-25,0.16442715291017465,0.11281514793279121,0.22722190133753578
1,5,26-34,26-34,0.23208610552345285,0.17905105114740885,0.2868621169360705
1,5,26-34,35-49,0.21358154258801296,0.16382356717700242,0.26224933411126244
1,5,26-34,5-11,0.07855627774750613,0.05393354226334117,0.11218805643149161
1,5,26-34,50-69,0.17286620469209144,0.13190488087012472,0.21860465607972965
1,5,26-34,70-79,0.02516813581665484,0.010510657931595719,0.04274715143773942
1,5,26-34,80+,0.010663509427571985,0,0.028184873459945733
